,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,CLTV,Age,Number of Dependents,Churn Label,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Gender,Married,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check
5936,0,27,18.51,9,50.35,1411.35,0.0,150,499.77000000000004,2061.12,5578,59,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5937,0,23,24.04,22,75.0,1778.5,0.0,0,552.92,2331.42,2221,37,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5938,10,57,23.28,0,19.6,1134.25,0.0,0,1326.96,2461.21,6064,54,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
5939,10,71,41.71,20,90.55,6239.05,0.0,0,2961.41,9200.46,6009,43,3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
5940,3,7,5.84,0,20.45,150.75,0.0,0,40.879999999999995,191.63,4484,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
5941,0,68,11.22,7,101.35,7110.75,0.0,0,762.96,7873.71,4941,56,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5942,5,65,13.2,13,99.05,6416.7,0.0,0,858.0,7274.7,5878,56,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
5943,0,30,9.27,0,19.4,578.5,0.0,0,278.09999999999997,856.5999999999999,3986,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5944,8,52,8.16,20,95.7,4976.15,0.0,0,424.32,5400.469999999999,4415,53,3,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
5945,0,17,38.78,59,106.65,1672.1,0.0,0,659.26,2331.3599999999997,2754,29,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5946,7,56,7.31,76,68.75,3815.4,0.0,110,409.35999999999996,4334.76,6494,25,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
5947,2,62,43.2,23,86.1,5215.25,0.0,0,2678.4,7893.65,5769,51,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
5948,1,72,32.67,48,64.45,4720.0,0.0,0,2352.2400000000002,7072.24,6330,25,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
5949,0,1,33.02,0,19.5,19.5,0.0,0,33.02,52.52,5279,57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
5950,10,66,26.91,30,65.85,4097.05,0.0,0,1776.06,5873.110000000001,5500,59,2,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
5951,0,1,7.76,0,19.9,19.9,0.0,0,7.76,27.659999999999997,4590,36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5952,0,2,15.67,8,69.7,135.2,0.0,0,31.34,166.54,3056,54,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5953,7,12,4.71,0,19.7,258.35,0.0,0,56.519999999999996,314.87,5104,44,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
5954,7,72,27.93,0,25.1,1790.8,46.81,0,2010.96,3754.95,4185,49,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5955,8,42,20.58,13,85.9,3729.75,0.0,0,864.3599999999999,4594.11,2219,60,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5956,9,4,41.93,53,78.9,299.75,37.01,0,167.72,430.46000000000004,5775,35,3,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5957,0,3,0.0,59,30.4,82.15,0.0,0,0.0,82.15,3108,19,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5958,0,4,9.75,0,25.3,116.95,0.0,0,39.0,155.95,3808,24,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
5959,1,44,29.61,48,70.95,3250.45,24.92,0,1302.84,4528.37,3678,19,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
5960,4,49,33.07,23,87.2,4345.0,0.0,0,1620.43,5965.43,4567,32,2,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5961,5,55,20.1,19,85.1,4600.95,14.3,0,1105.5,5692.15,4026,51,2,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5962,5,40,48.29,23,56.6,2379.1,0.0,0,1931.6,4310.7,3359,62,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5963,7,56,21.21,0,24.3,1261.7,0.0,0,1187.76,2449.46,5052,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
5964,0,2,1.87,12,46.6,87.9,0.0,0,3.74,91.64,5096,45,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5965,3,66,42.84,0,25.7,1714.55,0.0,0,2827.44,4541.99,5517,32,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5966,0,27,34.98,26,69.05,1793.25,22.72,0,944.4599999999999,2714.99,3241,26,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5967,1,24,1.14,0,24.1,587.4,0.0,0,27.36,614.76,4634,19,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
5968,0,38,32.63,0,19.3,755.5,0.0,0,1239.94,1995.44,4705,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
5969,1,58,21.38,26,94.3,5610.15,5.55,150,1240.04,6994.639999999999,6166,49,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5970,1,55,1.44,0,25.65,1388.0,0.0,0,79.2,1467.2,4466,36,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
5971,1,5,15.01,19,90.35,434.5,17.33,0,75.05,492.22,4014,33,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5972,1,66,0.0,29,56.6,3789.2,0.0,0,0.0,3789.2,5500,38,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
5973,0,72,19.64,0,24.1,1734.65,0.0,0,1414.08,3148.73,4264,48,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5974,1,57,17.01,11,53.45,3053.0,0.0,0,969.57,4022.57,5660,33,2,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
5975,1,4,25.9,19,44.8,169.65,0.0,0,103.6,273.25,2114,40,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
5976,0,27,25.51,69,81.3,2272.8,29.93,130,688.7700000000001,3061.6400000000003,5158,20,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5977,0,8,39.92,73,80.0,624.6,0.0,0,319.36,943.96,2165,24,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5978,9,51,27.23,75,93.8,4539.35,0.0,0,1388.73,5928.08,5457,41,3,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5979,1,72,4.56,18,112.1,7965.95,18.88,0,328.32,8275.39,4272,56,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
5980,1,20,27.96,0,20.35,393.15,0.0,0,559.2,952.35,4390,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5981,1,60,39.76,76,79.05,4663.4,0.0,0,2385.6,7049.0,5275,59,3,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5982,2,31,39.34,41,81.15,2545.75,0.0,0,1219.5400000000002,3765.29,5643,26,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5983,0,3,16.39,0,20.75,67.1,0.0,0,49.17,116.27,2406,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
5984,0,17,5.49,14,69.0,1108.0,33.67,0,93.33,1167.6599999999999,4439,53,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5985,0,12,25.57,0,24.95,280.4,0.0,0,306.84000000000003,587.24,4443,61,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
5986,0,15,0.0,23,38.8,603.0,0.0,0,0.0,603.0,2118,49,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
5987,0,72,42.36,0,20.25,1566.9,0.0,0,3049.92,4616.82,5733,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5988,6,24,44.57,26,70.3,1706.45,0.0,0,1069.68,2776.13,3359,30,2,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5989,1,25,36.17,53,53.65,1355.45,0.0,0,904.25,2259.7,5854,63,3,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5990,0,1,34.02,24,54.3,54.3,0.0,10,34.02,98.32,3259,62,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
5991,0,5,30.92,41,55.75,266.95,0.0,0,154.60000000000002,421.55,4545,27,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
5992,0,10,0.0,29,29.6,299.05,0.0,0,0.0,299.05,3180,41,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
5993,0,23,9.04,8,55.8,1327.85,0.0,0,207.92,1535.77,2499,55,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5994,1,72,14.46,29,108.65,7726.35,0.0,0,1041.1200000000001,8767.470000000001,5730,63,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
5995,0,60,16.59,0,19.95,1189.9,0.0,0,995.4,2185.3,5316,49,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
5996,0,29,12.92,24,89.65,2623.65,0.0,10,374.68,3008.33,2681,39,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5997,0,72,35.11,22,109.2,7878.3,0.0,0,2527.92,10406.220000000001,4551,49,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
5998,0,16,13.99,18,69.1,1083.7,0.0,0,223.84,1307.54,5172,46,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
5999,0,50,49.14,6,95.7,4729.75,0.0,140,2457.0,7326.75,4164,42,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6000,7,72,12.85,24,110.15,7998.8,0.0,70,925.1999999999999,8994.0,5065,54,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
6001,1,30,10.24,48,83.55,2570.2,0.0,0,307.2,2877.3999999999996,3558,19,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6002,0,42,6.42,48,99.0,4298.45,0.0,0,269.64,4568.09,2887,28,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
6003,0,12,26.67,0,20.15,260.7,0.0,0,320.04,580.74,4628,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
6004,0,62,48.93,0,23.4,1429.65,0.0,0,3033.66,4463.3099999999995,5822,43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
6005,0,37,11.73,30,91.2,3382.3,0.0,0,434.01,3816.3100000000004,5135,52,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6006,1,58,47.69,24,92.85,5305.05,0.0,0,2766.02,8071.07,4879,38,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6007,0,50,47.16,0,24.9,1195.25,0.0,0,2358.0,3553.25,4297,64,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
6008,0,24,30.07,69,54.95,1348.5,0.0,0,721.6800000000001,2070.1800000000003,3407,28,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6009,3,16,27.24,0,20.5,290.55,0.0,0,435.84,726.39,2856,30,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
6010,0,8,8.73,28,65.5,573.15,0.0,0,69.84,642.99,3033,37,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
6011,4,31,1.2,15,49.2,1498.55,0.0,100,37.199999999999996,1635.75,2157,51,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
6012,1,57,49.29,22,59.75,3450.15,0.0,0,2809.5299999999997,6259.68,4012,50,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
6013,0,37,8.21,0,19.8,726.1,0.0,0,303.77000000000004,1029.8700000000001,2745,24,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
6014,0,59,0.0,7,51.7,3005.8,0.0,0,0.0,3005.8,6107,43,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6015,0,7,45.93,48,96.2,639.7,0.0,0,321.51,961.21,4329,22,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6016,7,21,14.81,25,86.05,1818.9,0.0,0,311.01,2129.91,2937,40,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6017,0,5,43.02,42,50.55,244.75,0.0,0,215.10000000000002,459.85,2739,24,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6018,3,53,41.82,69,111.8,5809.75,0.0,0,2216.46,8026.21,5713,29,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
6019,3,40,0.0,26,60.3,2448.5,0.0,0,0.0,2448.5,3724,19,2,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6020,0,9,34.34,6,81.15,784.45,0.0,50,309.06000000000006,1143.5100000000002,4544,43,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
6021,5,35,18.86,0,24.3,821.6,0.0,0,660.1,1481.7,5998,38,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
6022,0,6,6.98,30,55.15,322.9,0.0,0,41.88,364.78,5377,29,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
6023,0,1,42.15,0,20.2,20.2,0.0,0,42.15,62.349999999999994,3586,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
6024,8,8,20.67,18,75.0,658.1,0.0,0,165.36,823.46,5413,57,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
6025,0,41,45.22,15,89.55,3729.75,0.0,0,1854.02,5583.77,5549,62,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
6026,5,3,23.72,17,80.7,239.45,0.0,0,71.16,310.61,2081,57,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
6027,0,1,40.46,0,20.25,20.25,0.0,0,40.46,60.71,5384,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
6028,0,70,13.4,3,90.25,6385.95,0.0,100,938.0,7423.95,5327,38,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
6029,9,45,10.21,11,81.3,3541.1,0.0,0,459.45000000000005,4000.55,3111,51,2,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
6030,6,35,45.97,13,69.0,2441.7,0.0,0,1608.95,4050.6499999999996,5283,50,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
6031,5,40,13.86,75,74.55,3015.75,0.0,0,554.4,3570.15,3718,32,3,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6032,0,38,20.14,13,66.15,2522.4,0.0,0,765.32,3287.7200000000003,4933,39,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6033,10,70,39.06,75,114.75,7842.3,0.0,0,2734.2000000000003,10576.5,5035,54,3,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6034,3,25,2.82,0,18.7,383.65,0.0,0,70.5,454.15,2289,36,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
6035,0,4,31.92,4,90.4,356.65,0.0,0,127.68,484.33,3314,55,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6036,0,70,19.88,26,101.75,7069.3,0.0,0,1391.6,8460.9,5596,19,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
6037,0,70,26.67,17,114.6,7882.5,0.0,0,1866.9,9749.4,5414,36,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
6038,6,51,26.73,41,110.05,5686.4,20.28,0,1363.23,7029.35,5604,23,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
6039,0,72,36.13,21,85.3,6129.2,0.0,0,2601.36,8730.56,4456,46,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
6040,0,13,30.19,17,66.4,831.75,0.0,0,392.47,1224.22,3660,50,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6041,3,53,37.14,4,74.1,3833.95,0.0,0,1968.42,5802.37,5136,41,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
6042,3,72,0.0,16,60.0,4264.0,25.67,0,0.0,4238.33,5471,63,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
6043,8,72,35.07,53,80.8,5728.55,0.0,0,2525.04,8253.59,4689,23,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
6044,10,71,18.41,0,19.85,1379.6,0.0,0,1307.11,2686.71,4121,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6045,0,25,12.87,0,20.05,471.7,0.0,0,321.75,793.45,2192,41,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
6046,9,9,30.07,30,48.6,422.3,20.45,0,270.63,672.48,4562,31,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
6047,0,21,16.81,0,19.6,390.4,0.0,0,353.01,743.41,4562,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
6048,0,16,20.65,0,20.1,296.15,0.0,0,330.4,626.55,5052,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
6049,0,70,1.22,0,25.15,1790.15,0.0,0,85.39999999999999,1875.5500000000002,5114,28,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6050,0,58,32.67,14,99.15,5720.95,0.0,0,1894.8600000000001,7615.8099999999995,6409,54,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
6051,0,69,0.0,18,60.05,4176.7,41.21,0,0.0,4135.49,5388,62,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
6052,0,9,34.43,51,69.5,653.25,0.0,0,309.87,963.12,3628,24,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
6053,2,33,31.59,18,79.15,2531.4,0.0,20,1042.47,3593.87,3555,47,2,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
6054,0,10,30.3,73,56.75,503.25,0.0,30,303.0,836.25,2037,23,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6055,0,8,31.02,0,19.2,161.95,0.0,0,248.16,410.11,5272,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
6056,3,27,11.83,14,80.85,2204.35,0.0,0,319.41,2523.7599999999998,4732,42,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
6057,8,72,8.98,0,24.55,1750.7,0.0,0,646.5600000000001,2397.26,4169,41,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
6058,0,1,7.32,0,20.55,20.55,0.0,0,7.32,27.87,4801,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
6059,0,35,49.61,26,89.2,3251.3,0.0,0,1736.35,4987.65,4446,60,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
6060,0,46,22.13,22,94.9,4422.95,24.08,0,1017.9799999999999,5416.849999999999,5316,31,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
6061,0,11,44.88,0,19.7,216.2,0.0,0,493.68,709.88,3838,57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
6062,1,72,0.0,59,55.65,3880.05,0.0,0,0.0,3880.05,5192,28,3,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
